"Year","Track"
"1979","gone gone gone"
"1979","starry eyes"
"1979","it hurts so bad"
"1979","boogie woogie dancin shoes"
"1979","survivor"
"1979","at midnight"
"1979","california dreamin"
"1979","since you been gone"
"1979","feel the need"
"1979","then you can tell me goodbye"
"1979","rock me"
"1979","in the stone"
"1979","do you think im disco"
"1979","free me from my freedomtie me to a tree handcuff me"
"1979","just the same way"
"1979","this is love"
"1979","you angel you"
"1979","this moment in time"
"1979","one chain dont make no prison"
"1979","pops we love you a tribute to father"
"1979","youre the only one"
"1979","moment by moment"
"1979","hell on wheels"
"1979","make love to me"
"1979","easy driver"
"1979","my love is music"
"1979","heartaches"
"1979","killer cut"
"1979","lonely wind"
"1979","a little lovin keeps the doctor away"
"1979","four strong winds"
"1979","star love"
"1979","silver lining"
"1979","love me tonight"
"1979","baby i need your lovin"
"1979","where will your heart take you"
"1979","cant keep a good man down"
"1979","easy to be hard"
"1979","angeleyes"
"1979","i just cant control myself"
"1979","heart to heart"
"1979","contact"
"1979","girls talk"
"1979","sittin on the dock of the bay"
"1979","one fine day"
"1979","hard times for lovers"
"1979","rollerskatin mate part "
"1979","im not gonna cry anymore"
"1979","the shape of things to come"
"1979","give me an inch"
"1979","motown review"
"1979","take it back"
"1979","feel that youre feelin"
"1979","just another night"
"1979","who do ya love"
"1979","bang a gong"
"1979","love is gonna come at last"
"1979","best beat in town"
"1979","light my fire disco heaven"
"1979","hello hello hello"
"1979","make it last"
"1979","love struck"
"1979","love and desire pt "
"1979","dance with you"
"1979","not fade away"
"1979","the topical song"
"1979","sinner man"
"1979","run home girl"
"1979","bustin out"
"1979","stillsane"
"1979","im so anxious"
"1979","youve really got a hold on me"
"1979","high on your love suite"
"1979","you says it all"
"1979","bringing out the girl in me"
"1979","ive got the next dance"
"1979","animal house"
"1979","gone long gone"
"1979","church"
"1979","message in a bottle"
"1979","night dancin"
"1979","in thee"
"1979","music box"
"1979","too late"
"1979","call out my name"
"1979","theme from ice castles through the eyes of love"
"1979","here i go fallin in love again"
"1979","hey st peter"
"1979","youre my weakness"
"1979","pow wow"
"1979","plain jane"
"1979","not just knee deep part "
"1979","head first"
"1979","there but for the grace of god i go"
"1979","one way love"
"1979","fancy dancer"
"1979","chip away the stone studio"
"1979","sweet summer lovin"
"1979","when i think of you"
"1979","wheels of life"
"1979","all things are possible"
"1979","ill know her when i see her"
"1979","take that to the bank"
"1979","rust never sleeps hey hey my my into the black"
"1979","happy radio"
"1979","do it good"
"1979","life during wartime this aint no party this aint no disco this aint no foolin around"
"1979","hold on to the night"
"1979","voulez vous"
"1979","i need you"
"1979","cuba"
"1979","mirror star"
"1979","keep on running away"
"1979","theme from superman main title"
"1979","you cant win part "
"1979","ill come running"
"1979","rocky ii disco"
"1979","touch me baby"
"1979","dancin round and round"
"1979","must have been crazy"
"1979","bad brakes"
"1979","for love"
"1979","dancin"
"1979","no time to lose"
"1979","i never said i love you"
"1979","beautiful girls"
"1979","i do believe in you"
"1979","when i dream"
"1979","need you bad"
"1979","the man with the child in his eyes"
"1979","for you and i"
"1979","lay it on the line"
"1979","body heat"
"1979","crank it up funk town part "
"1979","touch me when were dancing"
"1979","dont stop me now"
"1979","shes got a whole number"
"1979","whole lotta love"
"1979","dont drop my love"
"1979","how could this go wrong"
"1979","in the midnight hour"
"1979","fooled by a feeling"
"1979","aqua boogie a psychoalphadiscobetabioaquadoloop"
"1979","aint that enough for you"
"1979","youve lost that lovin feelin"
"1979","frederick"
"1979","you stepped into my life"
"1979","its a disco night rock dont stop"
"1979","shoot me with your love"
"1979","lazy eyes"
"1979","cruel shoes"
"1979","i do the rock"
"1979","this is it"
"1979","whats a matter baby"
"1979","walk on by"
"1979","you and me"
"1979","another night"
"1979","since youve been gone"
"1979","pinball thats all"
"1979","when youre "
"1978","night fever"
"1978","shadow dancing"
"1978","le freak"
"1978","stayin alive"
"1978","kiss you all over"
"1978","boogie oogie oogie"
"1978","baby come back"
"1978","macarthur park"
"1978","love is thicker than water"
"1978","three times a lady"
"1978","you dont bring me flowers"
"1978","grease"
"1978","with a little luck"
"1978","if i cant have you"
"1978","hot child in the city"
"1978","youre the one that i want"
"1978","miss you"
"1978","you needed me"
"1978","too much too little too late"
"1978","baker street"
"1978","short people"
"1978","the closer i get to you"
"1978","double vision"
"1978","lay down sally"
"1978","cant smile without you"
"1978","how much i feel"
"1978","emotion"
"1978","just the way you are"
"1978","sometimes when we touch"
"1978","hopelessly devoted to you"
"1978","take a chance on me"
"1978","hot blooded"
"1978","last dance"
"1978","reminiscing"
"1978","its a heartache"
"1978","here you come again"
"1978","we are the champions"
"1978","youre in my heart the final acclaim"
"1978","i just wanna stop"
"1978","use ta be my girl"
"1978","dont look back"
"1978","still the same"
"1978","feels so good"
"1978","i love the nightlife disco round"
"1978","whenever i call you friend"
"1978","summer nights"
"1978","an everlasting love"
"1978","slip slidin away"
"1978","dust in the wind"
"1978","dance dance dance yowsah yowsah yowsah"
"1978","you belong to me"
"1978","love will find a way"
"1978","i go crazy"
"1978","love is in the air"
"1978","the groove line"
"1978","time passages"
"1978","hey deanie"
"1978","imaginary lover"
"1978","on broadway"
"1978","jack and jill"
"1978","dance with me"
"1978","sentimental lady"
"1978","count on me"
"1978","love is like oxygen"
"1978","copacabana at the copa"
"1978","magnet and steel"
"1978","come sail away"
"1978","beast of burden"
"1978","our love dont throw it all away"
"1978","thunder island"
"1978","well never have to say goodbye again"
"1978","shame"
"1978","get off"
"1978","got to get you into my life"
"1978","our love"
"1978","you never done it like that"
"1978","this time im in it for love"
"1978","disco inferno"
"1978","strange way"
"1978","ready to take a chance again"
"1978","two out of three aint bad"
"1978","running on empty"
"1978","baby hold on"
"1978","peg"
"1978","how you gonna see me now"
"1978","bluer than blue"
"1978","fool if you think its over"
"1978","hollywood nights"
"1978","the name of the game"
"1978","lifes been good"
"1978","right down the line"
"1978","runaway"
"1978","my angel baby"
"1978","whats your name"
"1978","you and i"
"1978","because the night"
"1978","theme from close encounters of the third kind"
"1978","serpentine fire"
"1978","falling"
"1978","turn to stone"
"1978","runaround sue"
"1978","ebony eyes"
"1978","who are you"
"1978","alive again"
"1978","im not gonna let it bother me tonight"
"1978","goodbye girl"
"1978","dont let me be misunderstood"
"1978","straight on"
"1978","oh darling"
"1978","flash light"
"1978","every kinda people"
"1978","happy anniversary"
"1978","back in the usa"
"1978","desiree"
"1978","wonderful tonight"
"1978","sweet talkin woman"
"1978","shes always a woman"
"1978","movin out anthonys song"
"1978","king tut"
"1978","what a wonderful world"
"1978","sweet life"
"1978","youre the love"
"1978","i cant stand the rain"
"1978","please come home for christmas"
"1978","always and forever"
"1978","talking in your sleep"
"1978","deacon blues"
"1978","two doors down"
"1978","change of heart"
"1978","even now"
"1978","dance disco heat"
"1978","stay"
"1978","the loadout"
"1978","the way you do the things you do"
"1978","long long way from home"
"1978","its a laugh"
"1978","im every woman"
"1978","native new yorker"
"1978","dont want to live without it"
"1978","blue collar man long nights"
"1978","theme song from which way is up"
"1978","werewolves of london"
"1978","stuff like that"
"1978","love theme from eyes of laura mars"
"1978","i was only joking"
"1978","two tickets to paradise"
"1978","parttime love"
"1978","thank god its friday"
"1978","fm no static at all"
"1978","before my heart finds out"
"1978","come together"
"1978","ffun"
"1978","follow you follow me"
"1978","the way i feel tonight"
"1978","lady love"
"1978","the power of gold"
"1978","too hot ta trot"
"1978","heartless"
"1978","only the good die young"
"1978","if ever i see you again"
"1978","oh what a night for dancing"
"1978","thank you for being a friend"
"1978","you"
"1978","theme from close encounters"
"1978","ive had enough"
"1978","songbird"
"1978","macho man"
"1978","close the door"
"1978","josie"
"1978","just what i needed"
"1978","gettin ready for love"
"1978",""
"1978","prisoner of your love"
"1978","one nation under a groove part "
"1978","point of know return"
"1978","almost summer"
"1978","hot legs"
"1978","im gonna take care of everything"
"1978","can we still be friends"
"1978","i will still love you"
"1978","fooling yourself the angry young man"
"1978","took the last train"
"1978","lovely day"
"1978","rivers of babylon"
"1978","a rock n roll fantasy"
"1978","street corner serenade"
"1978","do you believe in magic"
"1978","hot love cold world"
"1978","poor poor pitiful me"
"1978","fantasy"
"1978","everybody needs love"
"1978","tumbling dice"
"1978","chattanooga choo choo"
"1978","almost like being in love"
"1978","more than a woman"
"1978","cheeseburger in paradise"
"1978","love or something like it"
"1978","run for home"
"1978","girls school"
"1978","its you that i need"
"1978","the circle is small i can see it in your eyes"
"1978","prove it all night"
"1978","ego"
"1978","think it over"
"1978","my best friends girl"
"1978","boogie shoes"
"1978","mr blue sky"
"1978","this is love"
"1978","themes from the wizard of oz medley"
"1978","its the same old song"
"1978","therell never be"
"1978","youre a part of me"
"1978","devoted to you"
"1978","easy to love"
"1978","as"
"1978","lets all chant"
"1978","you really got me"
"1978","stone blue"
"1978","heartbreaker"
"1978","i love you"
"1978","can you fool"
"1978","flying high"
"1978","youre my soul and inspiration"
"1978","stay"
"1978","on the shelf"
"1978","dance across the floor"
"1978","everybody dance"
"1978","will you still love me tomorrow"
"1978","london town"
"1978","steppin in a slide zone"
"1978","warm ride"
"1978","rocket ride"
"1978","paradise by the dashboard light"
"1978","galaxy"
"1978","like a sunday in salem the amos  andy song"
"1978","breakdown"
"1978","ease on down the road"
"1978","all i see is your face"
"1978","bloat on"
"1978","i need to know"
"1978","i will be your shadow in the street"
"1978","curious mind um um um um um um"
"1978","tried to love"
"1978","badlands"
"1978","wavelength"
"1978","mammas dont let your babies grow up to be cowboys"
"1978","if youre not back in love by monday"
"1978","fun time"
"1978","aint nothin gonna keep me from you"
"1978","let me party with you party party party  part "
"1978","champagne jam"
"1978","i dont wanna go"
"1978","everybody loves a rain song"
"1978","aint gonna eat out my heart anymore"
"1978","got to have loving"
"1978","cocomotion"
"1978","sweet sweet smile"
"1978","dreadlock holiday"
"1978","how can i leave you again"
"1978","little one"
"1978","sweet music man"
"1978","here comes the night"
"1978","let it go let it flow"
"1978","you"
"1978","make you feel love again"
"1978","hold me touch me"
"1978","mind bender"
"1978","since you been gone"
"1978","forever autumn"
"1978","that once in a lifetime"
"1978","ca plane pour moi"
"1978","youre all i need to get by"
"1978","greased lightnin"
"1978","raining in my heart"
"1978","the dream never dies"
"1978","wrap your arms around me"
"1978","so long"
"1978","holding on when love is gone"
"1978","hollywood"
"1978","the next hundred years"
"1978","you cant dance"
"1978","your love is so good for me"
"1978","the wanderer"
"1978","you got it"
"1978","if you wanna do a dance"
"1978","thats your secret"
"1978","california"
"1978","darlin"
"1978","ready for the times to get better"
"1978","livingston saturday night"
"1978","you dont love me anymore"
"1978","rumor has it"
"1978","flyin"
"1978","silver dreams"
"1978","if my friends could see me now"
"1978","she loves to be in love"
"1978","blame it on the boogie"
"1978","shout it out loud live"
"1978","you should do it"
"1978","reach for it"
"1978","crazy feelin"
"1978","hot summer nights"
"1978","i want to live"
"1978","i want you to be mine"
"1978","whats your name whats your number"
"1978","you keep me dancing"
"1978","time for me to fly"
"1978","never get enough of your love"
"1978","music harmony and rhythm"
"1978","storybook children daybreak"
"1978","wheel in the sky"
"1978","weekend lover"
"1978","in the bush"
"1978","le spank"
"1978","roll with the changes"
"1978","yank me crank me live version"
"1978","put your head on my shoulder"
"1978","searching for a thrill"
"1978","take me to the kaptin"
"1978","it amazes me"
"1978","new orleans ladies"
"1978","raise a little hell"
"1978","driftwood"
"1978","peggy sue"
"1978","listen to her heart"
"1978","your sweetness is my weakness"
"1978","shake and dance with me"
"1978","god only knows"
"1978","honey dont leave la"
"1978","blame it on the boogie"
"1978","surrender"
"1978","you make me crazy"
"1978","crazy on you"
"1978","so hard livin without you"
"1978","miles away"
"1978","take me back to chicago"
"1978","only one love in my life"
"1978","do you feel all right"
"1978","portrait he knew"
"1978","this night wont last forever"
"1978","mellow lovin"
"1978","rockaway beach"
"1978","light the sky on fire"
"1978","never let her slip away"
"1978","arms of mary"
"1978","hot shot"
"1978","substitute"
"1978","transeurope express"
"1978","on the strip"
"1978","i believe you"
"1978","lights studio version"
"1978","love me again"
"1978","well all right"
"1978","i love my music"
"1978","over the rainbow"
"1978","you got that right"
"1978","kings and queens"
"1978","was dog a doughnut"
"1978","hes so fine"
"1978","lets live together"
"1978","bombs away"
"1978","supernature"
"1978","home bound"
"1978","sgt peppers lonely hearts club bandwith a little help from my friends"
"1978","youll love again"
"1978","whatever happened to benny santini"
"1978","cuz its you girl"
"1978","you brought the woman out of me"
"1978","until now"
"1978","ooh boy"
"1978","dancin fever"
"1978","mama let him play"
"1978","lets get crazy tonight"
"1978","ready or not"
"1978","martha your lovers come and go"
"1978","touch and gone"
"1978","god knows"
"1978","baby im yours"
"1978","its late"
"1978","im on my way"
"1978","sittin in limbo"
"1978","dream lover"
"1978","if it dont fit dont force it"
"1978","daylight and darkness"
"1978","its over"
"1978","california nights"
"1978","runaway love"
"1978","new york city"
"1978","long hot summer nights"
"1978","i cant hold on"
"1978","hes so fine"
"1978","hold on to the night"
"1978","the house of the rising sun"
"1978","dont cost you nothing"
"1978","any way that you want it ill be there"
"1978","brandy"
"1978","takin it easy"
"1978","love me right"
"1978","we fell in love while dancing"
"1978","our night"
"1978","what a difference youve made in my life"
"1978","i cant wait any longer"
"1978","where have you been all my life"
"1978","you got to walk and dont look back"
"1978","so young so bad"
"1978","the wedding song there is love"
"1978","i love you i love you i love you"
"1978","on the wrong track"
"1978"," dee jay"
"1978","under the boardwalk"
"1978","belle"
"1978","anytime"
"1978","africanismgimme some lovin medley"
"1978","georgia on my mind"
"1978","manana"
"1978","come go with me"
"1978","runnin with the devil"
"1978","break it to them gently"
"1978","marys boy childoh my lord medley"
"1978","its really you"
"1978","get back"
"1978","do you wanna dance"
"1978","its a heartache"
"1978","in for the night"
"1978","wild in the streets"
"1978","only you"
"1978","never had a love"
"1978","what goes up"
"1978","disco rufus"
"1978","boats against the current"
"1978","take me im yours"
"1978","rumor at the honky tonk"
"1978","the loneliest man on the moon"
"1978","love is all you need"
"1978","louie louie"
"1978","shaker song"
"1978","stay awhile"
"1978","im gonna make you love me"
"1978","dancing in paradise"
"1978","makin love"
"1978","midnight light"
"1978"," laughs"
"1978","when you feel love"
"1978","let the song last forever"
"1978","woman to woman"
"1978","psycho killer"
"1978","dont let it show"
"1978","aint gonna hurt nobody"
"1978","soft and wet"
"1978","miss broadway"
"1978","back in my arms again"
"1978","the joker"
"1978","number one"
"1977","you light up my life"
"1977","best of my love"
"1977","i just want to be your everything"
"1977","how deep is your love"
"1977","love theme from a star is born evergreen"
"1977","sir duke"
"1977","torn between two lovers"
"1977","rich girl"
"1977","star wars themecantina band medley"
"1977","got to give it up part "
"1977","car wash"
"1977","you dont have to be a star to be in my show"
"1977","dont leave me this way"
"1977","you make me feel like dancing"
"1977","dancing queen"
"1977","southern nights"
"1977","blinded by the light"
"1977","hotel california"
"1977","i wish"
"1977","gonna fly now theme from rocky"
"1977","undercover angel"
"1977","when i need you"
"1977","dont give up on us"
"1977","dreams"
"1977","new kid in town"
"1977","da doo ron ron"
"1977","im your boogie man"
"1977","looks like we made it"
"1977","dont it make my brown eyes blue"
"1977","nobody does it better"
"1977","keep it comin love"
"1977","im in you"
"1977","boogie nights"
"1977","fly like an eagle"
"1977","float on"
"1977","your love has lifted me higher and higher"
"1977","blue bayou"
"1977","dazz"
"1977","thats rock n roll"
"1977","dont stop"
"1977","i like dreamin"
"1977","couldnt get it right"
"1977","every time i turn around back in love again"
"1977","my heart belongs to me"
"1977","easy"
"1977","night moves"
"1977","feels like the first time"
"1977","its ecstasy when you lay down next to me"
"1977","handy man"
"1977","baby what a big surprise"
"1977","its so easy"
"1977","do you wanna make love"
"1977","lucille"
"1977","strawberry letter "
"1977","the things we do for love"
"1977","hot line"
"1977","ive got love on my mind"
"1977","brick house"
"1977","heaven on the th floor"
"1977","angel in your arms"
"1977","whatcha gonna do"
"1977","enjoy yourself"
"1977","right time of the night"
"1977","cold as ice"
"1977","i feel love"
"1977","were all alone"
"1977","so in to you"
"1977","lonely boy"
"1977","telephone line"
"1977","just a song before i go"
"1977","margaritaville"
"1977","jet airliner"
"1977","year of the cat"
"1977","after the lovin"
"1977","you and me"
"1977","lost without your love"
"1977","smoke from a distant fire"
"1977","you make loving fun"
"1977","stand tall"
"1977","weekend in new england"
"1977","you made me believe in magic"
"1977","walk this way"
"1977","go your own way"
"1977","i wanna get next to you"
"1977","swayin to the music slow dancin"
"1977","maybe im amazed"
"1977","tryin to love two"
"1977","star wars main title"
"1977","carry on wayward son"
"1977","lido shuffle"
"1977","life in the fast lane"
"1977","on and on"
"1977","just remember i love you"
"1977","barracuda"
"1977","you cant turn me off in the middle of turning me on"
"1977","we just disagree"
"1977","aint gonna bump no more with no big fat woman"
"1977","boogie child"
"1977","i never cry"
"1977","livin thing"
"1977","somebody to love"
"1977","isnt it time"
"1977","the king is gone"
"1977","cant stop dancin"
"1977","heard it in a love song"
"1977","help is on its way"
"1977","knowing me knowing you"
"1977","give a little bit"
"1977","say youll stay until tomorrow"
"1977","hello stranger"
"1977","hard luck woman"
"1977","your love"
"1977","it was almost like a song"
"1977","calling dr love"
"1977","jeans on"
"1977","dont worry baby"
"1977","how much love"
"1977","swingtown"
"1977","high school dance"
"1977","youre my world"
"1977","way down"
"1977","telephone man"
"1977","do ya wanna get funky with me"
"1977","dusic"
"1977","signed sealed delivered im yours"
"1977","black betty"
"1977","send in the clowns"
"1977","crackerbox palace"
"1977","sam"
"1977","slow dancin dont turn me on"
"1977","loves grown deep"
"1977","your smiling face"
"1977","surfin usa"
"1977","aint nothing like the real thing"
"1977","saturday nite"
"1977","the first cut is the deepest"
"1977","its sad to belong"
"1977","my way live"
"1977","long time"
"1977","save it for a rainy day"
"1977","whodunit"
"1977","shake your rump to the funk"
"1977","jungle love"
"1977","dancin man"
"1977","here come those tears again"
"1977","she did it"
"1977","gone too far"
"1977","daybreak"
"1977","disco lucy i love lucy theme"
"1977","the greatest love of all"
"1977","do ya"
"1977","mainstreet"
"1977","living next door to alice"
"1977","luckenbach texas back to the basics of love"
"1977","christine sixteen"
"1977","this song"
"1977","uptown festival motown medley part "
"1977","free"
"1977","gloria"
"1977","edge of the universe"
"1977","ariel"
"1977","i believe you"
"1977","shes not there"
"1977","whispering  cherchez la femme  se si bon"
"1977","ny you got me dancing"
"1977","back together again"
"1977","bite your lip get up and dance"
"1977","gonna fly now theme from rocky"
"1977","my fair share"
"1977","daytime friends"
"1977","show you the way to go"
"1977","at midnight my love will lift you up"
"1977","cat scratch fever"
"1977","hard rock caf<U+0082>"
"1977","the killing of georgie part  and "
"1977","moody blue"
"1977","she thinks i still care"
"1977","so you win again"
"1977","sometimes"
"1977","slide"
"1977","calling occupants of interplanetary craft"
"1977","another star"
"1977","my sweet lady"
"1977","hollywood"
"1977","i just want to make love to you live version"
"1977","youve got me runnin"
"1977","remember the days of the old schoolyard"
"1977","cherry baby"
"1977","all strung out on you"
"1977","slowdown"
"1977","drivin wheel"
"1977","cinderella"
"1977","all you get from love is a love song"
"1977","i wouldnt want to be like you"
"1977","love in c minorpart "
"1977","devils gun"
"1977","its a crazy world"
"1977","keep me cryin"
"1977","changes in latitudes changes in attitudes"
"1977","it keeps you runnin"
"1977","i like to do it"
"1977","somethin bout cha"
"1977","old fashioned boy youre the one"
"1977","thunder in my heart"
"1977","free bird live version"
"1977","peace of mind"
"1977","back in the saddle"
"1977","everybody be dancin"
"1977","magical mystery tour"
"1977","spring rain"
"1977","sunflower"
"1977","do your dance part "
"1977","fancy dancer"
"1977","this is the way that i feel"
"1977","spirit in the night mix"
"1977","livin in the life"
"1977","in the mood"
"1977","people in love"
"1977","doctor love"
"1977","i dont love you anymore"
"1977","superman"
"1977","a real mother for ya"
"1977","rock and roll never forgets"
"1977","draw the line"
"1977","on the border"
"1977","i just cant say no to you"
"1977","neon nites"
"1977","youre movin out today"
"1977","dancin"
"1977","someone to lay down beside me"
"1977","there will come a day im gonna happen to you"
"1977","dreamboat annie"
"1977","a place in the sun"
"1977","youre throwing a good love away"
"1977","do it to my mind"
"1977","winter melody"
"1977","fair game"
"1977","baby dont you know"
"1977","phantom writer"
"1977","amarillo"
"1977","dont ask my neighbors"
"1977","ohio"
"1977","sunshine"
"1977","i think were alone now"
"1977","la sunshine"
"1977","theme from charlies angels"
"1977","do what you wanna do"
"1977","lady put the light on me"
"1977","this girl has turned into a woman"
"1977","walk right in"
"1977","love in c minor"
"1977","if its the last thing i do"
"1977","you  me  love"
"1977","lets go down to the disco"
"1977","something about you"
"1977","i honestly love you  rerelease"
"1977","sleepwalker"
"1977","little darling i need you"
"1977","kong"
"1977","you are on my mind"
"1977","here comes summer"
"1977","tie your mother down"
"1977","its in his kiss the shoop shoop song"
"1977","im dreaming"
"1977","indian summer"
"1977","ha cha cha funktion"
"1977","i wanna do it to you"
"1977","reach"
"1977","look what youve done to my heart"
"1977"," tears"
"1977","watch closely now"
"1977","silver lady"
"1977","baby dont change your mind"
"1977","you take my heart away"
"1977","goin places"
"1977","be my girl"
"1977","disco inferno"
"1977","going in with my eyes open"
"1977","yesterdays hero"
"1977","save me"
"1977","sailing ships"
"1977","open sesame part "
"1977","money money money"
"1977","disgorilla part i"
"1977","runaway"
"1977","roots medley motherlandtheme from roots"
"1977","dont turn the light out"
"1977","the happy girls"
"1977","from graceland to the promised land"
"1977","hound dog man play it again"
"1977","spring affair"
"1977","hold back the night"
"1977","hard times"
"1977","baby love"
"1977","the pretender"
"1977","sing"
"1977","martian boogie"
"1977","the whistler"
"1977","seaside woman"
"1977","hurry sundown"
"1977","dedication"
"1977","hooked on you"
"1977","happier"
"1977","love gun"
"1977","slow dancing"
"1977","come in from the rain"
"1977","hold on"
"1977","im scared"
"1977","feel the beat everybody disco"
"1977","subrosa subway"
"1977","calling occupants"
"1977","little queen"
"1977","ill always call your name"
"1977","your own special way"
"1977","the pride part "
"1977","platinum heroes"
"1977","man smart woman smarter"
"1977","sad eyes"
"1977","when love is new"
"1977","i gotta keep dancin"
"1977","dog days"
"1977","daddy cool"
"1977","stone cold sober"
"1977","baby you look good to me tonight"
"1977","down the hall"
"1977","the right feeling at the wrong time"
"1977","race among the ruins"
"1977","i believe in love"
"1977","it feels so good to be loved so bad"
"1977","sing it shout it"
"1977","see you when i git there"
"1977","echoes of love"
"1977","hold tight"
"1977","cb savage"
"1977","ill be standing by"
"1977","theme from king kong part "
"1977","dont let the flame burn out"
"1977","ten to eight"
"1977","georgia rhythm"
"1977","solsbury hill"
"1977","needles and pins"
"1977","welcome to our world of merry music"
"1977","good morning judge"
"1977","heavens just a sin away"
"1977","youre moving out today"
"1977","sound and vision"
"1977","shakey ground"
"1977","im going down"
"1977","gonna love you more"
"1977","sorry"
"1977","thats the trouble"
"1977","hail hail rock and roll"
"1977","the doodle song"
"1977","any way you want me"
"1977","grandmothers song"
"1977","dreamin"
"1977","darlin darlin baby sweet tender love"
"1977","why do lovers break each others heart"
"1977","started out dancing ended up making love"
"1977","my own way to rock"
"1977","you know like i know"
"1977","too hot to stop"
"1977","brooklyn"
"1977","reaching for the world"
"1977","does she do it like she dances"
"1977","hey baby"
"1977","in the middle"
"1977","fly at night"
"1977","cant you see live"
"1977","everybody ought to be in love"
"1977","shake it well"
"1977","lose again"
"1977","closer to the heart studio version"
"1977","could heaven ever be like this part "
"1977","i cant help myself"
"1977","love is better in the am part "
"1977","that magic touch"
"1977","still the lovin is fun"
"1977","burnin sky"
"1977","be my lady"
"1977","love me one more time just for old times sake"
"1977","kick it out"
"1977","party lights"
"1977","never my love"
"1977","you light up my life"
"1977","here is where your love belongs"
"1977","its uncanny"
"1977","my best friends wife"
"1977","sheena is a punk rocker"
"1977","caledonia"
"1977","only the lucky"
"1977","down to the station"
"1977","bless the beasts and the children"
"1977","look into your heart"
"1977","spaceship superstar"
"1977","sad girl"
"1977","youre the only one"
"1977","i need a man"
"1977","rock and roll star"
"1977","time bomb"
"1977","red hot"
"1977","sail away"
"1977","break it to me gently"
"1977","wake up and be somebody"
"1977","land of make believe"
"1977","prisoner captured by your eyes"
"1977","nothing but a breeze"
"1977","disco "
"1977","light of a clear blue morning"
"1977","making a good thing better"
"1977","romeo"
"1977","capture your heart"
"1977","if youve got the time"
"1977","funk it up davids song"
"1977","fly by nightin the mood"
"1977","bodyheat part "
"1977","avenging annie"
"1977","while im alone"
"1977","heaven on earth so fine"
"1977","so high rock me baby and roll me away"
"1977","white bird"
"1977","fire sign"
"1977","for a while"
"1977","this will be a night to remember"
"1977","feel the need"
"1977","save me"
"1977","arrested for driving while blind"
"1977","lets clean up the ghetto"
"1977","flame"
"1977","some enchanted evening"
"1977","up your nose with a rubber hose"
"1977","love to the world"
"1977","cest la vie"
"1977","my cherie amour"
"1977","it aint love"
"1977","love bug"
"1977","moondance"
"1977","good thing man"
"1977","i caught your act"
"1977","feelings"
"1977","spend some time"
"1977","dance and shake your tambourine"
"1977","deeply"
"1977","if i have to go away"
"1977","pirate"
"1977","we never danced to a love song"
"1977","six packs a day"
"1977","make it with you"
"1977","ridin the storm out live"
"1977","all the kids on the street"
"1977","theme from rocky gonna fly now"
"1977","theme from rocky gonna fly now"
"1977","hot to trot"
"1977","shes just a fallen angel"
"1977","time is movin"
"1977","since i fell for youim falling in love medley"
"1977","ashes and sand"
"1977","ma baker"
"1977","freddie"
"1977","turning to you"
"1977","it aint easy comin down"
"1977","try it on"
"1977","goodbye my friend"
"1977","my eyes get blurry"
"1977","ive never been to me"
"1977","part time love"
"1977","my pearl"
"1977","turn loose of my leg"
"1977","only love can break a heart"
"1977","ritzy mambo"
"1977","discomania"
"1977","for elise"
"1977","dance little lady dance"
"1976","tonights the night gonna be alright"
"1976","silly love songs"
"1976","dont go breaking my heart"
"1976","disco lady"
"1976","play that funky music"
"1976","december  oh what a night"
"1976"," ways to leave your lover"
"1976","kiss and say goodbye"
"1976","if you leave me now"
"1976","love hangover"
"1976","afternoon delight"
"1976","shake shake shake shake your booty"
"1976","a fifth of beethoven"
"1976","disco duck part "
"1976","i write the songs"
"1976","love rollercoaster"
"1976","boogie fever"
"1976","theme from mahogany do you know where youre going to"
"1976","you should be dancing"
"1976","let your love flow"
"1976","convoy"
"1976","welcome back"
"1976","love machine part "
"1976","theme from swat"
"1976","saturday night"
"1976","rockn me"
"1976","the rubberband man"
"1976","get up and boogie thats right"
"1976","dream weaver"
"1976","all by myself"
"1976","id really love to see you tonight"
"1976","right back where we started from"
"1976","youll never find another love like mine"
"1976","love is alive"
"1976","love to love you baby"
"1976","the wreck of the edmund fitzgerald"
"1976","love so right"
"1976","misty blue"
"1976","let em in"
"1976","you sexy thing"
"1976","lonely night angel face"
"1976","ill be good to you"
"1976","lowdown"
"1976","fooled around and fell in love"
"1976","moonlight feels right"
"1976","muskrat love"
"1976","sara smile"
"1976","take it to the limit"
"1976","shop around"
"1976","more more more part "
"1976","more than a feeling"
"1976","i love music part "
"1976","happy days"
"1976","sweet love"
"1976","sing a song"
"1976","rock and roll music"
"1976","fox on the run"
"1976","sweet thing"
"1976","still the one"
"1976","shannon"
"1976","devil woman"
"1976","sorry seems to be the hardest word"
"1976","show me the way"
"1976","get closer"
"1976","only sixteen"
"1976","dream on"
"1976","got to get you into my life"
"1976","shes gone"
"1976","summer"
"1976","times of your life"
"1976","just to be close to you"
"1976","beth"
"1976","detroit rock city"
"1976","nadias theme the young and the restless"
"1976","love hurts"
"1976","breaking up is hard to do"
"1976","bohemian rhapsody"
"1976","you are the woman"
"1976","walk away from love"
"1976","magic man"
"1976","money honey"
"1976","junk food junkie live"
"1976","golden years"
"1976","turn the beat around"
"1976","evil woman"
"1976","nights are forever without you"
"1976","this masquerade"
"1976","do you feel like we do"
"1976","tryin to get the feeling again"
"1976","fool to cry"
"1976","let her in"
"1976","say you love me"
"1976","rhiannon will you ever win"
"1976","thatll be the day"
